Date : 2026-07-15 13:57:20
Directory : c:\Users\Miro\source\repos\Embe.C2C
Total : 532 files,  42903 codes, 273 comments, 8322 blanks, all 51498 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Functions\host.json                                                                            | JSON               |          4 |          0 |          1 |          5 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\ApiConfiguration.cs                                                             | C#                 |         19 |          0 |          4 |         23 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\AspNetCore\AuthenticatedUserService.cs                                          | C#                 |         24 |          0 |          4 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Azure\AzureAIContentSafetyService.cs                                            | C#                 |         29 |          0 |          5 |         34 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Azure\BlobStorageFileService.cs                                                 | C#                 |        121 |          0 |         20 |        141 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Azure\ServiceBusWorkItemService.cs                                              | C#                 |         21 |          0 |          4 |         25 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\AbstractionConfigurations\AggregateConfiguration.cs           | C#                 |         13 |          0 |          2 |         15 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\AbstractionConfigurations\EntityConfiguration.cs              | C#                 |         11 |          0 |          2 |         13 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\AccountConfiguration.cs                                       | C#                 |         32 |          0 |          6 |         38 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\AdminAreaConfiguration.cs                                     | C#                 |         21 |          0 |          3 |         24 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\BlockingConfiguration.cs                                      | C#                 |         20 |          0 |          5 |         25 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\CandidateConfiguration.cs                                     | C#                 |         29 |          0 |          6 |         35 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\ConversationConfiguration.cs                                  | C#                 |         21 |          0 |          4 |         25 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\JudgementConfiguration.cs                                     | C#                 |         17 |          0 |          4 |         21 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\MatchingConfiguration.cs                                      | C#                 |         28 |          0 |          7 |         35 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\MessageConfiguration.cs                                       | C#                 |         34 |          0 |          6 |         40 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\Notifications\Matchings\MatchingCreatedConfiguration.cs       | C#                 |         11 |          0 |          2 |         13 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\Notifications\Matchings\MatchingNotificationConfiguration.cs  | C#                 |         25 |          0 |          4 |         29 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\Notifications\Matchings\MatchingRemovedConfiguration.cs       | C#                 |         11 |          0 |          2 |         13 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\Notifications\NotificationConfiguration.cs                    | C#                 |         23 |          0 |          5 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\RefreshTokenEntityConfiguration.cs                            | C#                 |         16 |          0 |          2 |         18 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\SearchProfileConfiguration.cs                                 | C#                 |         45 |          0 |         10 |         55 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\TransactionConfiguration.cs                                   | C#                 |         28 |          0 |          4 |         32 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Configurations\UserConfiguration.cs                                          | C#                 |         55 |          0 |         11 |         66 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Contexts\C2CContext.cs                                                       | C#                 |        285 |          0 |         42 |        327 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Entities\AdminArea.cs                                                        | C#                 |         24 |          0 |         10 |         34 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Ef\Entities\RefreshToken.cs                                                     | C#                 |         22 |          0 |          5 |         27 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Embe.C2C.Infrastructure.csproj                                                  | XML                |         31 |          0 |          5 |         36 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Extensions\ServiceCollectionExtensions.cs                                       | C#                 |         69 |          0 |          8 |         77 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Identity\AuthService.cs                                                         | C#                 |        291 |          0 |         44 |        335 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Identity\MyIdentityUser.cs                                                      | C#                 |          6 |          0 |          3 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260709230440_InitialCreate.Designer.cs                             | C#                 |        844 |          2 |        303 |      1,149 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260709230440_InitialCreate.cs                                      | C#                 |        752 |          3 |         87 |        842 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023305_DomainCandidate.Designer.cs                           | C#                 |        915 |          2 |        331 |      1,248 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023305_DomainCandidate.cs                                    | C#                 |        256 |          3 |         55 |        314 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023646_SearchProfilesFix.Designer.cs                         | C#                 |        892 |          2 |        324 |      1,218 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023646_SearchProfilesFix.cs                                  | C#                 |         44 |          3 |          5 |         52 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710095944_SearchProfileRelationshipType.Designer.cs             | C#                 |        894 |          2 |        325 |      1,221 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710095944_SearchProfileRelationshipType.cs                      | C#                 |         23 |          3 |          4 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710230332_SearchProfileActive.Designer.cs                       | C#                 |        900 |          2 |        328 |      1,230 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710230332_SearchProfileActive.cs                                | C#                 |         42 |          3 |          8 |         53 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711014915_SearchProfileGenderKeyNeverGenerated.Designer.cs      | C#                 |        899 |          2 |        328 |      1,229 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711014915_SearchProfileGenderKeyNeverGenerated.cs               | C#                 |         14 |          3 |          6 |         23 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711030456_MatchingSetNullOnSearchProfileDeleted.Designer.cs     | C#                 |        899 |          2 |        328 |      1,229 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711030456_MatchingSetNullOnSearchProfileDeleted.cs              | C#                 |         54 |          3 |         10 |         67 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260712110904_RequireGenderAndLocation.Designer.cs                  | C#                 |        900 |          2 |        328 |      1,230 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260712110904_RequireGenderAndLocation.cs                           | C#                 |         46 |          3 |          6 |         55 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260712112405_AspNetUserDomainUserCascadeDelete.Designer.cs         | C#                 |        900 |          2 |        328 |      1,230 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260712112405_AspNetUserDomainUserCascadeDelete.cs                  | C#                 |         33 |          3 |          6 |         42 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260713072714_MakeGenderAndLocationOptional.Designer.cs             | C#                 |        899 |          2 |        328 |      1,229 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260713072714_MakeGenderAndLocationOptional.cs                      | C#                 |         46 |          3 |          6 |         55 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260714125326_ImageStatus.Designer.cs                               | C#                 |        901 |          2 |        329 |      1,232 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260714125326_ImageStatus.cs                                        | C#                 |         23 |          3 |          4 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260714142326_ImageNameUniqueIndex.Designer.cs                      | C#                 |        903 |          2 |        330 |      1,235 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260714142326_ImageNameUniqueIndex.cs                               | C#                 |         22 |          3 |          4 |         29 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\C2CContextModelSnapshot.cs                                           | C#                 |        901 |          1 |        330 |      1,232 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\SignalR\Hubs\MainHub.cs                                                         | C#                 |         27 |          0 |          3 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\SignalR\SignalRNotificationService.cs                                           | C#                 |         66 |          0 |         11 |         77 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\SignalR\SignalRServiceHubContextPool.cs                                         | C#                 |         19 |          0 |          4 |         23 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Test\Embe.C2C.Test.csproj                                                                      | XML                |         28 |          0 |          6 |         34 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.slnx                                                                                           | XML                |          8 |          0 |          1 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\AGENTS.md                                                                             | Markdown           |          2 |          2 |          2 |          6 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\CLAUDE.md                                                                             | Markdown           |          1 |          0 |          1 |          2 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\README.md                                                                             | Markdown           |         23 |          0 |         14 |         37 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\eslint.config.mjs                                                                     | JavaScript         |         14 |          2 |          3 |         19 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\fonts\index.ts                                                                        | TypeScript         |         34 |          0 |          3 |         37 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\next.config.ts                                                                        | TypeScript         |         34 |          0 |          2 |         36 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\package-lock.json                                                                     | JSON               |      9,077 |          0 |          1 |      9,078 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\package.json                                                                          | JSON               |         42 |          0 |          1 |         43 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\postcss.config.mjs                                                                    | JavaScript         |          6 |          0 |          2 |          8 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\public\file.svg                                                                       | XML                |          1 |          0 |          0 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\public\globe.svg                                                                      | XML                |          1 |          0 |          0 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\public\next.svg                                                                       | XML                |          1 |          0 |          0 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\public\vercel.svg                                                                     | XML                |          1 |          0 |          0 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\public\window.svg                                                                     | XML                |          1 |          0 |          0 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\discover\page.tsx                                           | TypeScript JSX     |         13 |          0 |          2 |         15 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\likes\page.tsx                                              | TypeScript JSX     |         17 |          0 |         11 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\matches\[matchId]\page.tsx                                  | TypeScript JSX     |         35 |          0 |          6 |         41 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\matches\page.tsx                                            | TypeScript JSX     |         20 |          0 |          5 |         25 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\me\page.tsx                                                 | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\search-profile\[searchProfileId]\page.tsx                   | TypeScript JSX     |         33 |          0 |          1 |         34 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\search-profile\new\page.tsx                                 | TypeScript JSX     |         17 |          0 |          3 |         20 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\search-profile\page.tsx                                     | TypeScript JSX     |         14 |          0 |          3 |         17 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\search\page.tsx                                             | TypeScript JSX     |         28 |          0 |          5 |         33 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\settings\page.tsx                                           | TypeScript JSX     |         22 |          0 |          4 |         26 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\user\[userId]\page.tsx                                      | TypeScript JSX     |         23 |          0 |          4 |         27 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\public\(auth)\layout.tsx                                              | TypeScript JSX     |         15 |          0 |          4 |         19 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\public\(auth)\login\page.tsx                                          | TypeScript JSX     |         11 |          0 |          4 |         15 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\public\(auth)\register\page.tsx                                       | TypeScript JSX     |         11 |          0 |          4 |         15 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\public\page.tsx                                                       | TypeScript JSX     |         15 |          0 |          0 |         15 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\globals.css                                                                   | PostCSS            |        300 |         12 |         59 |        371 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\layout.tsx                                                                    | TypeScript JSX     |         31 |          0 |         12 |         43 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\page.tsx                                                                      | TypeScript JSX     |          6 |          0 |          0 |          6 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\account-exists\actions.ts                                   | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\action.ts                                                   | TypeScript         |         16 |          0 |          4 |         20 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\register\actions.ts                                         | TypeScript         |         19 |          0 |          5 |         24 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\register\types.ts                                           | TypeScript         |         16 |          0 |          2 |         18 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\sign-in\actions.ts                                          | TypeScript         |         23 |          0 |          5 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\sign-in\types.ts                                            | TypeScript         |          3 |          0 |          0 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\sign-out\actions.ts                                         | TypeScript         |         16 |          0 |          3 |         19 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\sign-out\types.ts                                           | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\BasicProfileForm.tsx                                     | TypeScript JSX     |        105 |          0 |         11 |        116 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\LoginForm.tsx                                            | TypeScript JSX     |         77 |          0 |         20 |         97 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\RegisterForm.tsx                                         | TypeScript JSX     |        285 |          0 |         42 |        327 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\SearchProfileBuilderForm.tsx                             | TypeScript JSX     |        100 |          0 |         13 |        113 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\likes\actions.ts                                                         | TypeScript         |         24 |          0 |          4 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\likes\components\Likes.tsx                                               | TypeScript JSX     |         54 |          0 |         16 |         70 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\likes\types.ts                                                           | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\actions\action.ts                                                | TypeScript         |        125 |          0 |         10 |        135 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\ConversationCompact.tsx                               | TypeScript JSX     |         22 |          0 |          7 |         29 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\Match.tsx                                             | TypeScript JSX     |        419 |          1 |         97 |        517 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\MatchCompact.tsx                                      | TypeScript JSX     |         37 |          0 |          5 |         42 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\Matches.tsx                                           | TypeScript JSX     |         43 |          0 |          8 |         51 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\Message.tsx                                           | TypeScript JSX     |         66 |          0 |          8 |         74 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\MessageBrief.tsx                                      | TypeScript JSX     |         42 |          0 |          8 |         50 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\MessageCrafter.tsx                                    | TypeScript JSX     |         52 |          1 |          5 |         58 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\UserCompact.tsx                                       | TypeScript JSX     |         35 |          0 |          2 |         37 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\actions\action.ts                                                     | TypeScript         |         30 |          0 |          7 |         37 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\actions\type.ts                                                       | TypeScript         |          5 |          0 |          1 |          6 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\components\Me.tsx                                                     | TypeScript JSX     |        252 |          1 |         39 |        292 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\components\MyInfoForm.tsx                                             | TypeScript JSX     |        134 |          0 |         19 |        153 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\actions\action.ts                                          | TypeScript         |         50 |          0 |          8 |         58 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\actions\type.ts                                            | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\components\notification\Notification.tsx                   | TypeScript JSX     |         82 |          0 |         13 |         95 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\components\notifications-menu\NotificationsMenu.module.css | PostCSS            |          0 |          0 |          1 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\components\notifications-menu\NotificationsMenu.tsx        | TypeScript JSX     |         41 |          0 |          9 |         50 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\components\notifications-modal\NotificationsModal.tsx      | TypeScript JSX     |         68 |          0 |         11 |         79 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\stores.ts                                                  | TypeScript         |         25 |          0 |          4 |         29 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\actions.ts                                               | TypeScript         |         56 |          0 |          5 |         61 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\components\SearchProfileForm.tsx                         | TypeScript JSX     |        342 |          0 |         57 |        399 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\types.ts                                                 | TypeScript         |         19 |          0 |          1 |         20 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\actions\action.ts                                                 | TypeScript         |         44 |          0 |          9 |         53 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\actions\type.ts                                                   | TypeScript         |         10 |          0 |          2 |         12 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\FindUserDating.tsx                                     | TypeScript JSX     |         26 |          0 |          4 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\JudgeOverlay.tsx                                       | TypeScript JSX     |         56 |          0 |          6 |         62 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\Search.tsx                                             | TypeScript JSX     |         93 |          0 |         12 |        105 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\SearchProfileCompact.tsx                               | TypeScript JSX     |        128 |          0 |          8 |        136 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\SearchProfiles.tsx                                     | TypeScript JSX     |         52 |          0 |          7 |         59 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\middleware.ts                                                                     | TypeScript         |         54 |          0 |          9 |         63 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\action.ts                                                          | TypeScript         |         10 |          0 |          3 |         13 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\geography\actions.ts                                               | TypeScript         |         53 |          0 |          8 |         61 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\geography\types.ts                                                 | TypeScript         |         10 |          0 |          0 |         10 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\user\action.ts                                                     | TypeScript         |         33 |          0 |          2 |         35 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\user\type.ts                                                       | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\api-errors.ts                                                              | TypeScript         |         21 |          0 |          5 |         26 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\apis\api.ts                                                                | TypeScript         |         83 |          0 |         28 |        111 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\apis\type.ts                                                               | TypeScript         |         23 |          0 |          4 |         27 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\cache.ts                                                                   | TypeScript         |         20 |          3 |          2 |         25 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\Links\Link.tsx                                                  | TypeScript JSX     |         19 |          0 |          4 |         23 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\buttons\Button.tsx                                              | TypeScript JSX     |         40 |          0 |          7 |         47 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\footer\Footer.module.css                                        | PostCSS            |          0 |          0 |          1 |          1 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\footer\Footer.tsx                                               | TypeScript JSX     |         16 |          0 |          5 |         21 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\header\Header.tsx                                               | TypeScript JSX     |         10 |          0 |          4 |         14 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\icons\HorizontalEllipsis.tsx                                    | TypeScript JSX     |         13 |          0 |          0 |         13 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\icons\Trash.tsx                                                 | TypeScript JSX     |         15 |          0 |          2 |         17 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\images\Image.tsx                                                | TypeScript JSX     |         36 |          0 |          4 |         40 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\images\ImageGallery.module.css                                  | PostCSS            |          5 |          0 |          0 |          5 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\images\ImageGallery.tsx                                         | TypeScript JSX     |         71 |          0 |          9 |         80 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\Alert.tsx                                                 | TypeScript JSX     |         25 |          0 |          3 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\AlertDialog.tsx                                           | TypeScript JSX     |         39 |          0 |          0 |         39 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\InfoModal.tsx                                             | TypeScript JSX     |         34 |          0 |          5 |         39 |
| c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\InfoSurface.tsx                                           | TypeScript JSX     |         23 |          0 |          6 |         29 |
